,Unnamed: 0,BakerStreet,Bayswater,BondStreet,CharingCross,CoventGarden,EdgwareRoad(Bak),EdgwareRoad(Cir),Embankment,GreatPortlandStreet,GreenPark,HydeParkCorner,LancasterGate,LeicesterSquare,MaidaVale,MarbleArch,Marylebone,OxfordCircus,Paddington,PiccadillyCircus,Pimlico,Queensway,RegentsPark,RoyalOak,St.JamessPark,St.JohnsWood,Temple,TottenhamCourtRoad,Victoria,WarwickAvenue,Westminster,geometry,FROM STATION,FROM Zone,zone
65,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,106.0,0.0,24.0,POINT (0.051516293 51.53924616),EastHam,"3,4",3
66,67,0.0,40.0,0.0,0.0,0.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,POINT (-0.210998234 51.45887978),EastPutney,"2,3",2
67,64,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.396823299 51.57655182),Eastcote,5,5
68,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.275093666 51.61422962),Edgware,5,5
69,69,18.0,0.0,0.0,84.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,32.0,0.0,108.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0,POINT (-0.170539552 51.52064536),EdgwareRoad(Bak),1,1
70,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,POINT (-0.167668254 51.51999804),EdgwareRoad(Cir),1,1
71,71,30.0,3.0,11.0,58.0,0.0,54.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,51.0,93.0,107.0,133.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,POINT (-0.100738715 51.49584938),Elephant&Castle,"1,2",1
72,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (0.197252682 51.54912458),ElmPark,6,6
73,73,60.0,56.0,0.0,40.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,7.0,0.0,152.0,66.0,142.0,29.0,29.0,0.0,5.0,0.0,43.0,0.0,0.0,76.0,1062.0,23.0,0.0,POINT (-0.122367337 51.50731249),Embankment,1,1
74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (0.113825553 51.69368617),Epping,6,6
75,75,0.0,0.0,0.0,228.0,0.0,0.0,0.0,32.0,0.0,231.0,0.0,0.0,201.0,0.0,0.0,4.0,716.0,0.0,0.0,107.0,3.0,0.0,0.0,88.0,0.0,39.0,348.0,1242.0,0.0,3.0,POINT (-0.133296472 51.52866433),Euston,1,1
76,76,95.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,0.0,443.0,0.0,0.0,0.0,0.0,31.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,POINT (-0.133296472 51.52866433),EustonSquare,1,1
77,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (0.090593279 51.59610954),Fairlop,4,4
78,78,264.0,1.0,0.0,0.0,0.0,0.0,102.0,0.0,20.0,58.0,0.0,0.0,0.0,20.0,0.0,43.0,0.0,578.0,0.0,112.0,0.0,0.0,131.0,0.0,100.0,0.0,0.0,79.0,0.0,0.0,POINT (-0.104843062 51.52019569),Farringdon,1,1
79,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.193220637 51.60090325),FinchleyCentral,4,4
80,80,0.0,0.0,41.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,20.0,2.0,0.0,POINT (-0.180050561 51.54709620000001),FinchleyRoad,2,2
81,81,0.0,0.0,57.0,0.0,97.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,3.0,0.0,0.0,158.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,POINT (-0.105881486 51.56463545),FinsburyPark,2,2
82,82,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,9.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,232.0,0.0,40.0,POINT (-0.195544164 51.4802609),FulhamBroadway,2,2
83,83,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,POINT (0.06608409799999999 51.57655295),GantsHill,4,4
84,84,0.0,38.0,0.0,0.0,97.0,0.0,0.0,99.0,0.0,33.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,114.0,325.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,67.0,POINT (-0.18354356 51.49449956),GloucesterRoad,1,1
85,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,POINT (-0.194834559 51.57221553),GoldersGreen,3,3
86,86,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,POINT (-0.227404006 51.50207697),GoldhawkRoad,2,2
87,87,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,49.0,4.0,0.0,POINT (-0.13480769 51.52061311),GoodgeStreet,1,1
88,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,POINT (0.09227253000000001 51.61348043),GrangeHill,4,4
89,89,12.0,31.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,4.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.143961425 51.5237888),GreatPortlandStreet,1,1
90,91,89.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,47.0,53.0,80.0,130.0,178.0,0.0,155.0,0.0,0.0,0.0,3.0,77.0,0.0,0.0,917.0,18.0,45.0,POINT (-0.142477576 51.50676048),GreenPark,1,1
91,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.34587874 51.54198007),Greenford,4,4
92,92,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,POINT (-0.275164136 51.49186341),Gunnersbury,3,3
93,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (0.09410855 51.60284533),Hainault,4,4
94,267,6.0,22.0,13.0,12.0,59.0,0.0,0.0,87.0,0.0,36.0,45.0,0.0,180.0,0.0,0.0,0.0,29.0,5.0,200.0,19.0,0.0,0.0,0.0,0.0,0.0,48.0,35.0,449.0,7.0,10.0,,Hammersmith(Dis),,n
95,94,32.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.222860929 51.49181978),Hammersmith(H&C),2,2
96,95,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.17801456 51.5565426),Hampstead,2,2
97,96,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,POINT (-0.292996146 51.53007203),HangerLane,3,3
98,97,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,POINT (-0.257495674 51.53625833),Harlesden,3,3
99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (-0.334252685 51.59259463),Harrow&Wealdstone,5,5
100,98,22.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,2.0,20.0,0.0,0.0,POINT (-0.337001517 51.57938812),Harrow-on-the-Hill,5,5
101,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,POINT (-0.423380563 51.46668529999999),HattonCross,"5,6",5
102,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.44772959 51.45978043),HeathrowTerminal4,6,6
103,102,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,POINT (-0.490647503 51.47002543),HeathrowTerminal5,6,6
104,103,19.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,91.0,0.0,0.0,POINT (-0.452407226 51.4712894),HeathrowTerminals123,6,6
105,104,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,35.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,POINT (-0.22673414 51.58313305),HendonCentral,"3,4",3
106,105,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.19416538 51.65168825),HighBarnet,5,5
107,108,41.0,109.0,0.0,3.0,21.0,0.0,97.0,99.0,48.0,0.0,0.0,0.0,42.0,41.0,0.0,0.0,40.0,133.0,49.0,18.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,285.0,22.0,9.0,POINT (-0.191566058 51.50072945),HighStreetKensington,1,1
108,106,0.0,0.0,0.0,2.0,12.0,0.0,5.0,0.0,0.0,27.0,0.0,0.0,10.0,0.0,0.0,2.0,955.0,28.0,1.0,2.0,33.0,0.0,2.0,0.0,0.0,0.0,17.0,179.0,3.0,0.0,POINT (-0.10408214 51.54649551),Highbury&Islington,2,2
109,107,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.146934862 51.57764662),Highgate,3,3
110,109,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.449897993 51.55377752),Hillingdon,6,6
111,110,43.0,0.0,140.0,50.0,0.0,0.0,0.0,0.0,9.0,40.0,126.0,257.0,155.0,85.0,60.0,58.0,156.0,115.0,130.0,227.0,218.0,0.0,0.0,0.0,86.0,0.0,0.0,353.0,10.0,16.0,POINT (-0.119840507 51.51723574),Holborn,1,1
112,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.206557778 51.50714648),HollandPark,2,2
113,112,0.0,0.0,0.0,13.0,57.0,0.0,5.0,0.0,0.0,10.0,0.0,19.0,7.0,0.0,0.0,0.0,23.0,23.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,POINT (-0.112935697 51.5528161),HollowayRoad,2,2
114,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (0.218926997 51.55435511),Hornchurch,6,6
115,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.365958129 51.47092577),HounslowCentral,4,4
116,115,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,POINT (-0.355275322 51.47370789),HounslowEast,4,4
117,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.385707629 51.47310572),HounslowWest,5,5
118,117,23.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,POINT (-0.152474114 51.50258401),HydeParkCorner,1,1
119,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.441579513 51.56082505),Ickenham,6,6
120,119,0.0,0.0,0.0,21.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,77.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,POINT (-0.105070613 51.48866246),Kennington,2,2
121,120,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,POINT (-0.224713384 51.53052421),KensalGreen,2,2
122,121,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,122.0,0.0,11.0,4.0,0.0,0.0,0.0,80.0,0.0,7.0,21.0,0.0,0.0,POINT (-0.140471264 51.55000952),KentishTown,2,2
123,122,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.315216867 51.58149628),Kenton,4,4
124,123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POINT (-0.285381011 51.47678914),KewGardens,"3,4",3
125,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.204632719 51.54694444),Kilburn,2,2
126,125,0.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,55.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.193966057 51.53513554),KilburnPark,2,2
127,127,46.0,262.0,23.0,7.0,45.0,0.0,257.0,0.0,75.0,123.0,0.0,0.0,211.0,0.0,40.0,70.0,210.0,1024.0,224.0,145.0,173.0,0.0,0.0,38.0,6.0,0.0,11.0,1266.0,42.0,258.0,POINT (-0.122756421 51.53079819),KingsCrossSt.Pancras,1,1
128,126,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-0.278601608 51.58487652),Kingsbury,4,4
129,128,0.0,180.0,73.0,52.0,316.0,0.0,0.0,15.0,0.0,72.0,0.0,45.0,395.0,0.0,0.0,0.0,85.0,114.0,478.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,25.0,0.0,POINT (-0.160664486 51.5013549),Knightsbridge,1,1
130,129,3.0,0.0,0.0,17.0,0.0,0.0,33.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,POINT (-0.210198172 51.51721067),LadbrokeGrove,2,2
131,130,8.0,0.0,0.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,2.0,25.0,32.0,41.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,19.0,0.0,3.0,0.0,POINT (-0.111768261 51.49912995),LambethNorth,1,1
